NAME,BOARD,TYPE,NAME_AB,ADDRESS_AB,CITY,PROVINCE,GRADES,POSTSECOND,DATA_SOURCE,PROVINCIAL_CODE_NUM,ECS,ELEM,JUNIOR_H,SENIOR_H,PROCESS_DT,POSTAL_COD,STRUCTURE_ID,longitude,latitude,location
Mount Royal University - City Centre Campus,,Post Secondary,,,Calgary,AB,,Y,Post Secondary Data,,N,N,N,N,2/28/2021,T2P3T5,1005439,-114.0803108,51.04955283,"(51.04955283303071, -114.08031082082235)"
University of Calgary - Main Campus,,Post Secondary,,,Calgary,AB,,Y,Post Secondary Data,,N,N,N,N,2/28/2021,,1383018,-114.1301255,51.07540667,"(51.075406674334126, -114.13012547930957)"
Alberta Ballet,The Alberta Ballet Company,Private School,Alberta Ballet School,"West Annex, 2nd Floor 906-12 Avenue S.W.",Calgary,AB,Junior High/Senior High,N,Provincial Data,1598,N,N,Y,Y,2/28/2021,T2R1K7,1414534,-114.082058,51.042251,"(51.0422510032592, -114.08205798461157)"
Dr. Oakley,The Calgary School Division,Public School,Dr. Oakley School,3904 - 20 Street S.W.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9630,N,Y,Y,Y,2/28/2021,T2T4Z9,1382285,-114.1084354,51.01927221,"(51.019272213182916, -114.10843541386916)"
H. D. Cartwright,The Calgary School Division,Public School,H. D. Cartwright School,5500 Dalhart Road N.W.,Calgary,AB,Junior High,N,Provincial Data,9660,N,N,Y,N,2/28/2021,T3A1V6,1384099,-114.1613274,51.11264854,"(51.11264854046467, -114.16132737614602)"
Little Angels,Asasa Learning,Private School,Little Angels,599 Northmount Dr NW,Calgary,AB,Unknown,N,Provincial Data,1476,N,N,N,N,2/28/2021,T2K3J6,1374276,-114.0880221,51.08717329,"(51.087173292014754, -114.08802212217178)"
Prince of Peace,The Calgary Roman Catholic Separate School Division,Separate School,Prince of Peace School,43 Auburn Meadows Blvd SE,Calgary,AB,Elementary/Junior High,N,Provincial Data,2080,N,Y,Y,N,2/28/2021,T3M2C9,2357503,-113.9498421,50.89326387,"(50.89326386813093, -113.94984207732853)"
Annie Gale,The Calgary School Division,Public School,Annie Gale School,577 Whiteridge Way N.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9686,N,Y,Y,N,2/28/2021,T1Y4S8,1383125,-113.9689428,51.08907262,"(51.08907262467071, -113.96894283818581)"
North Point School for Boys,North Point School for Boys,Private School,North Point School for Boys,2445 - 23 Avenue SW,Calgary,AB,Unknown,N,Provincial Data,2318,N,N,N,N,2/28/2021,T2T0W3,1374124,-114.1174839,51.03255636,"(51.032556362057925, -114.11748390737336)"
Asasa Academy,Asasa Learning,Private School,Asasa Academy,599 Northmount Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,1623,N,Y,N,N,2/28/2021,T2K3J6,1374276,-114.0880221,51.08717329,"(51.087173292014754, -114.08802212217178)"
Delta West Academy,Delta West Academy Society,Private School,Delta West Academy,414 - 11A Street N.E.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9972,N,Y,Y,Y,2/28/2021,T2E4P3,1000916,-114.0346249,51.05510768,"(51.05510767608769, -114.03462489686252)"
Evergreen,The Calgary School Division,Public School,Evergreen School,367 Everstone Dr. SW,Calgary,AB,Elementary,N,Provincial Data,1500,N,Y,N,N,2/28/2021,T2Y0L3,1382258,-114.1065198,50.91692394,"(50.91692393582255, -114.10651983686331)"
Calgary French & International,Calgary French & International School Society,Private School,Calgary French & International School,700 - 77 Street S.W.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,796,N,Y,Y,Y,2/28/2021,T3H5R1,1381131,-114.1978322,51.06789493,"(51.06789492906019, -114.19783220636697)"
Haultain Memorial,The Calgary School Division,Public School,Haultain Memorial School,605 Queensland Drive S.E.,Calgary,AB,Elementary,N,Provincial Data,9362,N,Y,N,N,2/28/2021,T2J4S8,1382502,-114.0233187,50.93954417,"(50.93954416895745, -114.02331873146171)"
Father James Whelihan,The Calgary Roman Catholic Separate School Division,Separate School,Father James Whelihan,70 Sunmills Drive S.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,8729,N,Y,Y,N,2/28/2021,T2X2R5,1382251,-114.0470194,50.90452435,"(50.90452434869364, -114.04701940847613)"
F. E. Osborne,The Calgary School Division,Public School,F. E. Osborne School,5315 Varsity Drive N.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9651,N,Y,Y,N,2/28/2021,T3A1A7,1384088,-114.162965,51.0928118,"(51.09281180223239, -114.16296501747333)"
A. E. Cross,The Calgary School Division,Public School,A. E. Cross School,3445 - 37 Street S.W.,Calgary,AB,Junior High,N,Provincial Data,9638,N,N,Y,N,2/28/2021,T3E3C2,1382604,-114.1420958,51.02324431,"(51.02324430721721, -114.14209579694007)"
Sacred Heart Elementary,The Calgary Roman Catholic Separate School Division,Separate School,Sacred Heart Elementary School,1312 - 15 Street S.W.,Calgary,AB,Elementary,N,Provincial Data,8705,N,Y,N,N,2/28/2021,T3C0T6,1382544,-114.0966365,51.04092048,"(51.04092048201376, -114.09663654839983)"
Our Lady of the Assumption,The Calgary Roman Catholic Separate School Division,Separate School,Our Lady of the Assumption School,7311 - 34 Avenue N.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,8701,N,Y,Y,N,2/28/2021,T3B1N5,1382148,-114.1913503,51.08329961,"(51.08329961468408, -114.19135025966536)"
Calgary Academy Collegiate,Calgary Academy Society,Private School,Calgary Academy Collegiate,1677 - 93rd Street S.W.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,1015,N,Y,Y,Y,2/28/2021,T3H0R3,1382819,-114.2242479,51.03943008,"(51.03943008461902, -114.2242479372351)"
Notre-Dame de la Paix,The Southern Francophone Education Region,Francophone,Notre-Dame de la Paix,809 Willingdon Blvd SE,Calgary,AB,Elementary,N,Provincial Data,1378,N,Y,N,N,2/28/2021,T2J2B7,1382811,-114.0433726,50.95091705,"(50.950917045308415, -114.04337260221402)"
Columbia College,Columbia College Corp.,Private School,Columbia College,802 Manning Road N.E.,Calgary,AB,Senior High,N,Provincial Data,9964,N,N,N,Y,2/28/2021,T2E7N8,1374781,-114.018022,51.05700183,"(51.057001826427346, -114.01802196381442)"
Vista Virtual School - Calgary Writing Centre,The Pembina Hills School Division,Public School,Vista Virtual School - Calgary Writing Centre,341 -  58 Avenue SE,Calgary,AB,Unknown,N,Provincial Data,1558,N,N,N,N,2/28/2021,,1372550,-114.0576597,51.00048542,"(51.000485415841375, -114.05765966286553)"
North Middle School Campus,Foundations for the Future Charter Academy Charter School Society,Charter,North Middle School Campus,211 McKnight Blvd. NE,Calgary,AB,Elementary/Junior High,N,Provincial Data,1426,N,Y,Y,N,2/28/2021,T2E5S7,1384092,-114.060601,51.09545305,"(51.095453050755296, -114.06060095936921)"
Hawkwood,The Calgary School Division,Public School,Hawkwood School,650 Hawkwood Boulevard N.W.,Calgary,AB,Elementary,N,Provincial Data,9273,N,Y,N,N,2/28/2021,T3G2V7,1383684,-114.1787461,51.13065691,"(51.13065691487295, -114.17874610460872)"
Annie Foote,The Calgary School Division,Public School,Annie Foote School,6320 Temple Drive N.E.,Calgary,AB,Elementary,N,Provincial Data,9377,N,Y,N,N,2/28/2021,T1Y5V5,1383036,-113.9403303,51.08598862,"(51.08598862372898, -113.94033027131916)"
Holy Cross Elementary Junior High,The Calgary Roman Catholic Separate School Division,Separate School,Holy Cross Elementary Junior High School,3719 - 26 Avenue S.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,8704,N,Y,Y,N,2/28/2021,T2B0C6,1382831,-113.9795625,51.03005541,"(51.03005540580934, -113.97956254245209)"
Briar Hill,The Calgary School Division,Public School,Briar Hill School,1233 - 21 Street N.W.,Calgary,AB,Elementary,N,Provincial Data,9205,N,Y,N,N,2/28/2021,T2N2L8,1381389,-114.1114185,51.0631133,"(51.063113295040075, -114.1114185416306)"
West Island College,West Island College Society of Alberta,Private School,West Island College,7410 Blackfoot Trail S.E.,Calgary,AB,Junior High/Senior High,N,Provincial Data,9913,N,N,Y,Y,2/28/2021,T2H1M5,1005728,-114.0521604,50.98710438,"(50.98710437807516, -114.05216040326846)"
West Dalhousie,The Calgary School Division,Public School,West Dalhousie School,6502 - 58 Street N.W.,Calgary,AB,Elementary,N,Provincial Data,9344,N,Y,N,N,2/28/2021,T3A2C8,1383231,-114.1695389,51.1111682,"(51.111168202162155, -114.16953888214768)"
Douglas Harkness,The Calgary School Division,Public School,Douglas Harkness School,6203 - 24 Avenue N.E.,Calgary,AB,Elementary,N,Provincial Data,9347,N,Y,N,N,2/28/2021,T1Y2C5,1383010,-113.9460446,51.07384348,"(51.07384348029244, -113.94604456169037)"
Holy Family,The Calgary Roman Catholic Separate School Division,Separate School,Holy Family School,904 - 32 St. S.E.,Calgary,AB,Elementary,N,Provincial Data,8503,N,Y,N,N,2/28/2021,T2A0Z1,1382133,-113.9878638,51.04553616,"(51.04553616438823, -113.98786382817913)"
All Boys Alternative Program,The Calgary School Division,Public School,All Boys Alternative Program,c/o Sir James Lougheed School 3519 - 36 Avenue SW,Calgary,AB,Elementary,N,Provincial Data,1579,N,Y,N,N,2/28/2021,T3E1C2,1378411,-114.1362258,51.02117978,"(51.02117977680219, -114.13622578607202)"
McKenzie Lake,The Calgary School Division,Public School,McKenzie Lake School,16210 McKenzie Lake Way S.E.,Calgary,AB,Elementary,N,Provincial Data,9385,N,Y,N,N,2/28/2021,T2Z1L7,1382257,-113.9849974,50.90621794,"(50.90621793658535, -113.98499738253085)"
Monsignor J. S. Smith,The Calgary Roman Catholic Separate School Division,Separate School,Monsignor J. S. Smith School,2919 Douglasdale Boulevard S.E,Calgary,AB,Elementary/Junior High,N,Provincial Data,313,N,Y,Y,N,2/28/2021,T2Z2H9,1382570,-113.9898639,50.94121168,"(50.94121168049701, -113.98986385894905)"
Calgary Christian High,The Palliser School Division,Public School,Calgary Christian High School,5029 - 26 Avenue S.W.,Calgary,AB,Junior High/Senior High,N,Provincial Data,9978,N,N,Y,Y,2/28/2021,T3E0R5,1382516,-114.1589411,51.02976336,"(51.02976335703151, -114.15894109066254)"
St. Andrew,The Calgary Roman Catholic Separate School Division,Separate School,St. Andrew School,4331 - 41 Avenue S.W.,Calgary,AB,Elementary,N,Provincial Data,8508,N,Y,N,N,2/28/2021,T3E1G2,1382283,-114.1477242,51.01636282,"(51.016362824091786, -114.14772416944314)"
South Middle School Campus,Foundations for the Future Charter Academy Charter School Society,Charter,South Middle School Campus,8710 Ancourt Rd. SE,Calgary,AB,Elementary/Junior High,N,Provincial Data,1351,N,Y,Y,N,2/28/2021,T2H1V2,1382501,-114.053305,50.97529024,"(50.97529024119396, -114.05330502890665)"
Queen Elizabeth High,The Calgary School Division,Public School,Queen Elizabeth High School,512 - 18 Street N.W.,Calgary,AB,Junior High/Senior High,N,Provincial Data,9806,N,N,Y,Y,2/28/2021,T2N2G5,1415642,-114.1019163,51.05620243,"(51.05620243460679, -114.10191628711746)"
Belfast,The Calgary School Division,Public School,Belfast School,1229 - 17A Street N.E.,Calgary,AB,Elementary,N,Provincial Data,9203,N,Y,N,N,2/28/2021,T2E4V4,1382330,-114.0183083,51.06337499,"(51.063374985054146, -114.01830826163983)"
St. Mark Elementary,The Calgary Roman Catholic Separate School Division,Separate School,St. Mark Elementary School,4589 Marbank Drive N.E.,Calgary,AB,Elementary,N,Provincial Data,8536,N,Y,N,N,2/28/2021,T2A3V8,1381390,-113.9693478,51.06303245,"(51.06303244891205, -113.96934777766288)"
Nose Creek,The Calgary School Division,Public School,Nose Creek School,135 Covepark Square NE,Calgary,AB,Elementary/Junior High,N,Provincial Data,1674,N,Y,Y,N,2/28/2021,T3K5W9,1550793,-114.0606997,51.16714956,"(51.16714955538142, -114.06069973692749)"
Greek Community,Hellenic Society of Calgary and District,Private School,Greek Community School,1 Tamarac Crescent S.W.,Calgary,AB,Senior High,N,Provincial Data,9957,N,N,N,Y,2/28/2021,T3C3B7,1377463,-114.1374937,51.04817391,"(51.04817390993862, -114.13749373808025)"
Prince of Wales,The Calgary School Division,Public School,Prince of Wales School,253 Parkland Way SE,Calgary,AB,Elementary,N,Provincial Data,9341,N,Y,N,N,2/28/2021,T2J3Y9,1382259,-114.033308,50.92476418,"(50.92476417668588, -114.03330800797715)"
Penbrooke Meadows,The Calgary School Division,Public School,Penbrooke Meadows School,5645 Pensacola Crescent S.E.,Calgary,AB,Elementary,N,Provincial Data,9356,N,Y,N,N,2/28/2021,T2A2G4,1382128,-113.9521888,51.04179533,"(51.041795332387096, -113.95218879574247)"
Hugh A. Bennett,The Calgary School Division,Public School,Hugh A. Bennett School,40 Saddlelake Way NE,Calgary,AB,Elementary,N,Provincial Data,2056,N,Y,N,N,2/28/2021,T3J0V1,2423257,-113.9285483,51.13168396,"(51.131683955067594, -113.92854831707838)"
Christine Meikle,The Calgary School Division,Public School,Christine Meikle School,3525 50 Street NW,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9037,N,Y,Y,Y,2/28/2021,T3A2Y5,2365264,-114.1610657,51.08454469,"(51.084544694949244, -114.16106571150428)"
St. William,The Calgary Roman Catholic Separate School Division,Separate School,St. William School,11020 Fairmount Drive S.E.,Calgary,AB,Elementary,N,Provincial Data,8529,N,Y,N,N,2/28/2021,T2J0T1,1382589,-114.0592582,50.9536216,"(50.953621597116076, -114.05925815681651)"
Canadian Montessori School West,The Canadian Montessori School Ltd.,Private School,Canadian Montessori School West,1112 - 70 Avenue S.W.,Calgary,AB,Unknown,N,Provincial Data,1686,N,N,N,N,2/28/2021,T2V0P6,1186607,-114.0882622,50.99074473,"(50.99074473227965, -114.08826216557271)"
Alberta University of the Arts,,Post Secondary,,,Calgary,AB,,Y,Post Secondary Data,,N,N,N,N,2/28/2021,,1382329,-114.0903742,51.0632961,"(51.06329609568463, -114.09037421858338)"
St. Anthony,The Calgary Roman Catholic Separate School Division,Separate School,St. Anthony,4811 6th St. SW,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,8515,N,Y,Y,Y,2/28/2021,T2S2N5,1377870,-114.0792951,51.01010775,"(51.01010774903789, -114.0792951385963)"
Tuscany,The Calgary School Division,Public School,Tuscany School,990 Tuscany Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,1335,N,Y,N,N,2/28/2021,T3L2T4,1383513,-114.2454306,51.11778706,"(51.11778706209014, -114.24543064926253)"
St. Henry Elementary,The Calgary Roman Catholic Separate School Division,Separate School,St. Henry Elementary School,7423 - 10 Street N.W.,Calgary,AB,Elementary,N,Provincial Data,8534,N,Y,N,N,2/28/2021,T2K1H5,1384103,-114.0801778,51.11759752,"(51.11759752153549, -114.08017778127906)"
North Point School for Boys,North Point School for Boys,Private School,North Point School for Boys,2445 23 Ave SW,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,1982,N,Y,Y,Y,2/28/2021,T2T0W3,1374124,-114.1174839,51.03255636,"(51.032556362057925, -114.11748390737336)"
Tom Baines,The Calgary School Division,Public School,Tom Baines School,250 Edgepark Boulevard N.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9690,N,Y,Y,N,2/28/2021,T3A3S2,1383297,-114.1569935,51.1335144,"(51.133514395054824, -114.15699353413262)"
Central Memorial High,The Calgary School Division,Public School,Central Memorial High School,5111 - 21 Street S.W.,Calgary,AB,Junior High/Senior High,N,Provincial Data,9823,N,N,Y,Y,2/28/2021,T3E1R9,1382208,-114.1135205,51.00792788,"(51.007927879674035, -114.11352046374272)"
Renfrew Educational Services-Janice McTighe Centre,Renfrew Educational Services Society,Private School,Renfrew Educational Services-Janice McTighe Centre,2050 - 21 Street N.E.,Calgary,AB,Elementary,N,Provincial Data,249,N,Y,N,N,2/28/2021,T2E6S5,1381134,-114.0082917,51.06961698,"(51.069616982582104, -114.00829174988903)"
Woodman,The Calgary School Division,Public School,Woodman School,8706 Elbow Drive S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9631,N,Y,Y,N,2/28/2021,T2V1L2,1382896,-114.083213,50.97565831,"(50.97565830736244, -114.08321298447541)"
Wilma Hansen,The Calgary School Division,Public School,Wilma Hansen School,963 Queensland Drive S.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9685,N,Y,Y,N,2/28/2021,,1376198,-114.0188704,50.9322873,"(50.93228729996409, -114.01887042651035)"
Mountain Park,The Calgary School Division,Public School,Mountain Park School,312 Mt. Douglas Close S.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,1333,N,Y,Y,N,2/28/2021,T2Z4Y1,1382580,-113.9818799,50.92379832,"(50.92379832238602, -113.98187987887539)"
Henry Wise Wood High,The Calgary School Division,Public School,Henry Wise Wood High School,910 - 75 Avenue S.W.,Calgary,AB,Senior High,N,Provincial Data,9836,N,N,N,Y,2/28/2021,T2V0S6,1382192,-114.0846844,50.98634063,"(50.98634062987373, -114.08468438422027)"
"Almadina Language Charter Academy, Mountain View Campus",Almadina School Society,Charter,"Almadina Language Charter Academy, Mountain View Campus",2031 Sable Drive S.E.,Calgary,AB,Elementary,N,Provincial Data,6007,N,Y,N,N,2/28/2021,T2B1R9,1382521,-113.986831,51.03220046,"(51.03220045690152, -113.98683102030564)"
St. Hubert Elementary,The Calgary Roman Catholic Separate School Division,Separate School,St. Hubert Elementary School,320 - 72 Avenue N.E.,Calgary,AB,Elementary,N,Provincial Data,8502,N,Y,N,N,2/28/2021,T2K5J3,1384104,-114.0622133,51.1183759,"(51.11837590313499, -114.06221327740165)"
Crossing Park,The Calgary School Division,Public School,Crossing Park School,500 Martindale Blvd. N.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,536,N,Y,Y,N,2/28/2021,T3J4W8,1383512,-113.9663237,51.11569222,"(51.11569222014252, -113.96632369820337)"
Janus Academy,Janus Academy Society,Private School,Janus Academy,2223 Spiller Road SE,Calgary,AB,Elementary/Junior High,N,Provincial Data,32,N,Y,Y,N,2/28/2021,T2G4G9,1377882,-114.0457894,51.03318859,"(51.03318858802252, -114.04578944271555)"
Olympic Heights,The Calgary School Division,Public School,Olympic Heights School,875 Strathcona Drive S.W.,Calgary,AB,Elementary,N,Provincial Data,9382,N,Y,N,N,2/28/2021,T3H2Z7,1382135,-114.1807765,51.04596759,"(51.045967586222176, -114.18077646290406)"
O.S. Geiger,The Calgary School Division,Public School,O.S. Geiger School,100 Castlebrook Drive N.E.,Calgary,AB,Elementary,N,Provincial Data,9271,N,Y,N,N,2/28/2021,T3J2J4,1384095,-113.9615405,51.10488651,"(51.10488651241559, -113.96154050579484)"
St. Marguerite,The Calgary Roman Catholic Separate School Division,Separate School,St. Marguerite School,1100 New Brighton Drive SE,Calgary,AB,Elementary,N,Provincial Data,2082,N,Y,N,N,2/28/2021,T2Z0W1,2389334,-113.9372308,50.92115491,"(50.92115491375319, -113.9372307549781)"
St. Isabella,The Calgary Roman Catholic Separate School Division,Separate School,St. Isabella School,855 Copperfield Blvd SE,Calgary,AB,Elementary/Junior High,N,Provincial Data,1680,N,Y,Y,N,2/28/2021,T2Z4W8,1548028,-113.935989,50.91058319,"(50.910583189769525, -113.93598898444304)"
Calgary Girls Charter,Calgary Girls' School Society,Charter,Calgary Girls Charter School,6304 Larkspur Way S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,1128,N,Y,Y,N,2/28/2021,T3E5P7,1382200,-114.1147539,50.99907702,"(50.99907702433947, -114.1147539295334)"
Cedarbrae,The Calgary School Division,Public School,Cedarbrae School,10631 Oakfield Drive S.W.,Calgary,AB,Elementary,N,Provincial Data,9338,N,Y,N,N,2/28/2021,T2W2T3,1382270,-114.1331845,50.95839876,"(50.958398763710726, -114.13318451793666)"
Our Lady of the Evergreens Catholic,The Calgary Roman Catholic Separate School Division,Separate School,Our Lady of the Evergreens Catholic School,322 Everridge Dr. S.W.,Calgary,AB,Elementary,N,Provincial Data,1485,N,Y,N,N,2/28/2021,T2Y0L5,1382253,-114.1221942,50.91437381,"(50.91437381106913, -114.12219422659528)"
Master's Academy,The Palliser School Division,Public School,Master's Academy,4414 Crowchild Trail S.W.,Calgary,AB,Elementary,N,Provincial Data,30,N,Y,N,N,2/28/2021,T2T5J4,1382281,-114.1165459,51.01530238,"(51.015302380710715, -114.11654589992118)"
Royal Oak,The Calgary School Division,Public School,Royal Oak School,9100 Royal Birch Blvd NW,Calgary,AB,Elementary,N,Provincial Data,1519,N,Y,N,N,2/28/2021,T3G5R8,1369226,-114.2220693,51.1455728,"(51.14557279979408, -114.22206925363544)"
Canadian Montessori School North,The Canadian Montessori School Ltd.,Private School,Canadian Montessori School North,1112 - 70 Avenue S.W.,Calgary,AB,Unknown,N,Provincial Data,1685,N,N,N,N,2/28/2021,T2V0P6,1186607,-114.0882622,50.99074473,"(50.99074473227965, -114.08826216557271)"
St. Catherine Elementary,The Calgary Roman Catholic Separate School Division,Separate School,St. Catherine Elementary School,11 Canata Close S.W.,Calgary,AB,Elementary,N,Provincial Data,8533,N,Y,N,N,2/28/2021,T2W1P6,1382572,-114.0864888,50.94384646,"(50.943846463439655, -114.08648879230059)"
R. T. Alderman,The Calgary School Division,Public School,R. T. Alderman School,725 Mapleton Drive S.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9653,N,Y,Y,N,2/28/2021,T2J1S1,1382888,-114.0445879,50.96115938,"(50.961159377722154, -114.04458790845642)"
Guy Weadick,The Calgary School Division,Public School,Guy Weadick School,5612 Templehill Road N.E.,Calgary,AB,Elementary,N,Provincial Data,9343,N,Y,N,N,2/28/2021,T1Y4W7,1383120,-113.9529749,51.08698834,"(51.08698833787567, -113.95297486813038)"
Killarney,The Calgary School Division,Public School,Killarney School,3008 - 33 Street S.W.,Calgary,AB,Elementary,N,Provincial Data,9104,N,Y,N,N,2/28/2021,T3E2T9,1382508,-114.1347293,51.02819342,"(51.028193421126915, -114.13472931114624)"
Rundle College Academy,Rundle College Society,Private School,Rundle College Academy,4330 - 16 Street S.W.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,5297,N,Y,Y,Y,2/28/2021,T2T4H9,1382282,-114.0997725,51.01529662,"(51.01529661742848, -114.09977254223199)"
Calgary Chinese Alliance,Calgary Chinese Alliance School Society,Private School,Calgary Chinese Alliance School,150 Beddington Blvd. NE,Calgary,AB,Senior High,N,Provincial Data,5001,N,N,N,Y,2/28/2021,T3K2E2,1400877,-114.0676255,51.12573264,"(51.125732637866925, -114.06762549130704)"
Sam Livingston,The Calgary School Division,Public School,Sam Livingston School,12011 Bonaventure Drive S.E.,Calgary,AB,Elementary,N,Provincial Data,9354,N,Y,N,N,2/28/2021,T2J3G7,1382574,-114.0612703,50.94544818,"(50.945448184044736, -114.06127034224946)"
Chief Justice Milvain,The Calgary School Division,Public School,Chief Justice Milvain School,3428 - 42 Street N.E.,Calgary,AB,Elementary,N,Provincial Data,9361,N,Y,N,N,2/28/2021,T1Y6A3,1382292,-113.97219,51.08368605,"(51.083686045048424, -113.97218998359857)"
Abbeydale,The Calgary School Division,Public School,Abbeydale School,320 Abergale Drive N.E.,Calgary,AB,Elementary,N,Provincial Data,9376,N,Y,N,N,2/28/2021,T2A6W2,1382217,-113.9298486,51.0566252,"(51.05662519516456, -113.92984856718641)"
Twelve Mile Coulee,The Calgary School Division,Public School,Twelve Mile Coulee School,65 Tuscany Hills Road N.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,1678,N,Y,Y,N,2/28/2021,T3L0C7,1545333,-114.2434801,51.12283617,"(51.122836167480706, -114.24348010970016)"
Heritage Christian Academy,The Palliser School Division,Public School,Heritage Christian Academy,2003 McKnight Boulevard N.E.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9906,N,Y,Y,Y,2/28/2021,T2E6L2,1384058,-114.0101364,51.09213522,"(51.09213522426762, -114.0101364019379)"
"Calgary Islamic School, Akram Jomaa Campus",The Palliser School Division,Public School,"Calgary Islamic School, Akram Jomaa Campus",2612 - 37 Avenue N.E.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9969,N,Y,Y,Y,2/28/2021,T1Y5L2,1005821,-114.0004774,51.08758987,"(51.08758987045084, -114.00047736588895)"
St. Brigid,The Calgary Roman Catholic Separate School Division,Separate School,St. Brigid,"730 Citadel Way, N.W.",Calgary,AB,Elementary/Junior High,N,Provincial Data,1119,N,Y,Y,N,2/28/2021,T3G5S6,1383520,-114.1877229,51.14634032,"(51.146340321967244, -114.1877229326153)"
William Roper Hull,The Calgary School Division,Public School,William Roper Hull School,2266 Woodpark Avenue SW,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9033,N,Y,Y,Y,2/28/2021,T2W2Z8,1382587,-114.1138325,50.94836265,"(50.94836264574441, -114.11383245286675)"
Scenic Acres,The Calgary School Division,Public School,Scenic Acres School,50 Scurfield Way N.W.,Calgary,AB,Elementary,N,Provincial Data,597,N,Y,N,N,2/28/2021,T3L1T2,1384107,-114.2156566,51.12008909,"(51.120089086344315, -114.2156565666239)"
Light of Christ Catholic,The Calgary Roman Catholic Separate School Division,Separate School,Light of Christ Catholic School,6270 Saddlehorn Dr. N.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,1486,N,Y,Y,N,2/28/2021,T3J0L8,1383296,-113.9412735,51.12953723,"(51.12953723451825, -113.94127347852033)"
The Holy House of Our Lady and St. John,The Gilbertine Institute of Catholic Studies,Private School,The Holy House of Our Lady and St. John,1423 8 Ave SE,Calgary,AB,Unknown,N,Provincial Data,2338,N,N,N,N,2/28/2021,T2G0N1,1377431,-114.0292505,51.04002356,"(51.040023557790406, -114.02925048065653)"
Chinook Winds Adventist Academy,Alberta Conference of 7th Day Adventist Church,Private School,Chinook Winds Adventist Academy,10101 - 2nd Avenue S.W.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9916,N,Y,Y,Y,2/28/2021,T3B5T2,1376232,-114.2332662,51.07923421,"(51.07923420646401, -114.2332661890989)"
St. Kateri Tekakwitha,The Calgary Roman Catholic Separate School Division,Separate School,St. Kateri Tekakwitha School,1005 Abbotsford Drive N.E.,Calgary,AB,Elementary,N,Provincial Data,8552,N,Y,N,N,2/28/2021,T2A7N5,1381388,-113.9276608,51.0618538,"(51.06185379754266, -113.9276608348846)"
Calgary Home Education,The Calgary School Division,Public School,Calgary Home Education,5505 4A St. SW,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9425,N,Y,Y,Y,2/28/2021,T2V0Z7,1378385,-114.0744439,51.004704,"(51.00470399835142, -114.07444393789527)"
University of Calgary - Spy Hill Campus,,Post Secondary,,,Calgary,AB,,Y,Post Secondary Data,,N,N,N,N,2/28/2021,T3R1J3,1381575,-114.2169018,51.16003783,"(51.16003783455298, -114.2169018246824)"
École du Nouveau-Monde,The Southern Francophone Education Region,Francophone,École du Nouveau-Monde,220 Scenic Acres Drive NW,Calgary,AB,Elementary,N,Provincial Data,2149,N,Y,N,N,2/28/2021,T3L0E7,2366228,-114.215124,51.11159602,"(51.111596016800426, -114.21512403191952)"
Harold Panabaker,The Calgary School Division,Public School,Harold Panabaker School,23 Sackville Drive S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9643,N,Y,Y,N,2/28/2021,T2W0W3,1593042,-114.0866482,50.95763959,"(50.957639591895244, -114.0866481919576)"
Monsignor E. L. Doyle Elementary,The Calgary Roman Catholic Separate School Division,Separate School,Monsignor E. L. Doyle Elementary School,8887 Scurfield Drive NW,Calgary,AB,Elementary,N,Provincial Data,8555,N,Y,N,N,2/28/2021,T3L1H6,1383516,-114.2164244,51.1220284,"(51.122028403688844, -114.21642442364357)"
